,item_count,bin_capacity,weight_range,instance,bin_count,execution_time
N3C1W1_A.txt,3,1,1,0,133,0.19829999996545666
N3C1W1_B.txt,3,1,1,1,140,0.19859999997606792
N3C1W1_C.txt,3,1,1,2,126,0.19730000002482484
N3C1W1_D.txt,3,1,1,3,136,0.19659999998111743
N3C1W1_E.txt,3,1,1,4,124,0.19570000000612708
N3C1W1_F.txt,3,1,1,5,135,0.19400000002178786
N3C1W1_G.txt,3,1,1,6,138,0.20090000003847308
N3C1W1_H.txt,3,1,1,7,129,0.49869999998009007
N3C1W1_I.txt,3,1,1,8,128,0.5163000000152351
N3C1W1_J.txt,3,1,1,9,138,0.44139999999970314
N3C1W1_K.txt,3,1,1,10,128,0.2088999999614316
N3C1W1_L.txt,3,1,1,11,126,0.5208999999695152
N3C1W1_M.txt,3,1,1,12,134,0.209600000005139
N3C1W1_N.txt,3,1,1,13,118,0.2824000000032356
N3C1W1_O.txt,3,1,1,14,127,0.20680000000083965
N3C1W1_P.txt,3,1,1,15,136,0.212200000021312
N3C1W1_Q.txt,3,1,1,16,121,0.21250000003192326
N3C1W1_R.txt,3,1,1,17,128,0.21259999999756474
N3C1W1_S.txt,3,1,1,18,126,0.21119999996699335
N3C1W1_T.txt,3,1,1,19,128,0.23559999999633874
N3C1W2_A.txt,3,1,2,0,155,0.22230000001854933
N3C1W2_B.txt,3,1,2,1,155,0.22579999995286926
N3C1W2_C.txt,3,1,2,2,156,0.22569999998722778
N3C1W2_D.txt,3,1,2,3,164,0.22589999997535415
N3C1W2_E.txt,3,1,2,4,160,0.22029999996675542
N3C1W2_F.txt,3,1,2,5,153,0.22009999997862906
N3C1W2_G.txt,3,1,2,6,159,0.2264000000309352
N3C1W2_H.txt,3,1,2,7,156,0.22150000000920045
N3C1W2_I.txt,3,1,2,8,157,0.22140000004355898
N3C1W2_J.txt,3,1,2,9,154,0.4078000000049542
N3C1W2_K.txt,3,1,2,10,148,0.2647000000024491
N3C1W2_L.txt,3,1,2,11,162,0.23960000004308313
N3C1W2_M.txt,3,1,2,12,162,0.23220000002766028
N3C1W2_N.txt,3,1,2,13,165,0.22309999997105479
N3C1W2_O.txt,3,1,2,14,156,0.22389999998040366
N3C1W2_P.txt,3,1,2,15,151,0.2193000000261236
N3C1W2_Q.txt,3,1,2,16,161,0.22139999998671556
N3C1W2_R.txt,3,1,2,17,150,0.262200000008761
N3C1W2_S.txt,3,1,2,18,160,0.5340000000160217
N3C1W2_T.txt,3,1,2,19,164,0.2192000000036387
N3C1W4_A.txt,3,1,4,0,174,0.5090000000222972
N3C1W4_B.txt,3,1,4,1,174,0.2205000000117252
N3C1W4_C.txt,3,1,4,2,169,0.22130000002107408
N3C1W4_D.txt,3,1,4,3,171,0.21739999999681459
N3C1W4_E.txt,3,1,4,4,166,0.21949999995740654
N3C1W4_F.txt,3,1,4,5,166,0.21839999999428983
N3C1W4_G.txt,3,1,4,6,173,0.2556999999683285
N3C1W4_H.txt,3,1,4,7,167,0.21739999999681459
N3C1W4_I.txt,3,1,4,8,164,0.22339999998166604
N3C1W4_J.txt,3,1,4,9,170,0.21980000002486122
N3C1W4_K.txt,3,1,4,10,172,0.22979999999961365
N3C1W4_L.txt,3,1,4,11,172,0.22079999996549304
N3C1W4_M.txt,3,1,4,12,173,0.22189999998545318
N3C1W4_N.txt,3,1,4,13,172,0.2242999999566564
N3C1W4_O.txt,3,1,4,14,168,0.26299999996126644
N3C1W4_P.txt,3,1,4,15,169,0.2230000000054133
N3C1W4_Q.txt,3,1,4,16,172,0.2290000000471082
N3C1W4_R.txt,3,1,4,17,172,0.2255999999647429
N3C1W4_S.txt,3,1,4,18,170,0.22469999998975254
N3C1W4_T.txt,3,1,4,19,169,0.22849999999152715
N3C2W1_A.txt,3,2,1,0,121,0.21050000003697278
N3C2W1_B.txt,3,2,1,1,113,0.34360000000788204
N3C2W1_C.txt,3,2,1,2,116,0.20989999995890685
N3C2W1_D.txt,3,2,1,3,116,0.21499999996876795
N3C2W1_E.txt,3,2,1,4,117,0.24559999997109117
N3C2W1_F.txt,3,2,1,5,120,0.2465999999685664
N3C2W1_G.txt,3,2,1,6,121,0.20950000003949754
N3C2W1_H.txt,3,2,1,7,116,0.215500000024349
N3C2W1_I.txt,3,2,1,8,117,0.2134999999725551
N3C2W1_J.txt,3,2,1,9,119,0.20979999999326537
N3C2W1_K.txt,3,2,1,10,104,0.2064999999902284
N3C2W1_L.txt,3,2,1,11,123,0.2159999999662432
N3C2W1_M.txt,3,2,1,12,119,0.21330000004127214
N3C2W1_N.txt,3,2,1,13,122,0.21099999997886698
N3C2W1_O.txt,3,2,1,14,116,0.21620000001121298
N3C2W1_P.txt,3,2,1,15,121,0.26440000004868125
N3C2W1_Q.txt,3,2,1,16,111,0.2133999999500702
N3C2W1_R.txt,3,2,1,17,115,0.21180000004505928
N3C2W1_S.txt,3,2,1,18,118,0.2168000000324355
N3C2W1_T.txt,3,2,1,19,112,0.21050000003697278
N3C2W2_A.txt,3,2,2,0,143,0.22549999999910142
N3C2W2_B.txt,3,2,2,1,140,0.21759999998494095
N3C2W2_C.txt,3,2,2,2,140,0.218100000040522
N3C2W2_D.txt,3,2,2,3,142,0.3009999999790125
N3C2W2_E.txt,3,2,2,4,146,0.2199000000473461
N3C2W2_F.txt,3,2,2,5,139,0.2205000000117252
N3C2W2_G.txt,3,2,2,6,137,0.2384000000006381
N3C2W2_H.txt,3,2,2,7,149,0.20480000000588916
N3C2W2_I.txt,3,2,2,8,135,0.20469999998340427
N3C2W2_J.txt,3,2,2,9,143,0.2033000000096763
N3C2W2_K.txt,3,2,2,10,145,0.2033000000096763
N3C2W2_L.txt,3,2,2,11,142,0.3578000000175052
N3C2W2_M.txt,3,2,2,12,143,0.204399999972793
N3C2W2_N.txt,3,2,2,13,141,0.20250000000032742
N3C2W2_O.txt,3,2,2,14,143,0.2046000000177628
N3C2W2_P.txt,3,2,2,15,140,0.3030999999964479
N3C2W2_Q.txt,3,2,2,16,141,0.20419999998466665
N3C2W2_R.txt,3,2,2,17,142,0.20360000002028755
N3C2W2_S.txt,3,2,2,18,142,0.2044999999952779
N3C2W2_T.txt,3,2,2,19,143,0.21060000000261425
N3C2W4_A.txt,3,2,4,0,149,0.20669999997835475
N3C2W4_B.txt,3,2,4,1,145,0.23719999995819308
N3C2W4_C.txt,3,2,4,2,161,0.2710999999635533
N3C2W4_D.txt,3,2,4,3,150,0.22969999997712875
N3C2W4_E.txt,3,2,4,4,147,0.2357999999844651
N3C2W4_F.txt,3,2,4,5,153,0.2544999999827269
N3C2W4_G.txt,3,2,4,6,157,0.20549999999275315
N3C2W4_H.txt,3,2,4,7,149,0.23740000000316286
N3C2W4_I.txt,3,2,4,8,154,0.23879999997689083
N3C2W4_J.txt,3,2,4,9,156,0.264800000024934
N3C2W4_K.txt,3,2,4,10,154,0.2314000000183114
N3C2W4_L.txt,3,2,4,11,151,0.20610000001397566
N3C2W4_M.txt,3,2,4,12,154,0.24469999999610081
N3C2W4_N.txt,3,2,4,13,149,0.23050000004332105
N3C2W4_O.txt,3,2,4,14,146,0.20849999998517887
N3C2W4_P.txt,3,2,4,15,154,0.21509999999125284
N3C2W4_Q.txt,3,2,4,16,154,0.20999999998139174
N3C2W4_R.txt,3,2,4,17,157,0.2013000000147258
N3C2W4_S.txt,3,2,4,18,152,0.20399999999654028
N3C2W4_T.txt,3,2,4,19,154,0.20100000000411455
N3C3W1_A.txt,3,3,1,0,91,0.24540000003980822
N3C3W1_B.txt,3,3,1,1,99,0.20879999999579013
N3C3W1_C.txt,3,3,1,2,98,0.28220000001510925
N3C3W1_D.txt,3,3,1,3,88,0.19020000002001325
N3C3W1_E.txt,3,3,1,4,96,0.1896999999644322
N3C3W1_F.txt,3,3,1,5,95,0.1960999999823798
N3C3W1_G.txt,3,3,1,6,89,0.18959999999879074
N3C3W1_H.txt,3,3,1,7,97,0.19499999996241968
N3C3W1_I.txt,3,3,1,8,98,0.19269999995685794
N3C3W1_J.txt,3,3,1,9,91,0.1935999999886917
N3C3W1_K.txt,3,3,1,10,87,0.19470000000865184
N3C3W1_L.txt,3,3,1,11,97,0.26029999997945197
N3C3W1_M.txt,3,3,1,12,102,0.19259999999121646
N3C3W1_N.txt,3,3,1,13,98,0.19249999996873157
N3C3W1_O.txt,3,3,1,14,92,0.1891999999656946
N3C3W1_P.txt,3,3,1,15,103,0.20869999997330524
N3C3W1_Q.txt,3,3,1,16,104,0.21980000002486122
N3C3W1_R.txt,3,3,1,17,92,0.1962000000048647
N3C3W1_S.txt,3,3,1,18,93,0.2384000000006381
N3C3W1_T.txt,3,3,1,19,98,0.18840000001318913
N3C3W2_A.txt,3,3,2,0,119,0.2211999999985892
N3C3W2_B.txt,3,3,2,1,114,0.2882999999656022
N3C3W2_C.txt,3,3,2,2,117,0.19409999998742933
N3C3W2_D.txt,3,3,2,3,110,0.20399999999654028
N3C3W2_E.txt,3,3,2,4,110,0.22059999997736668
N3C3W2_F.txt,3,3,2,5,116,0.19900000000916407
N3C3W2_G.txt,3,3,2,6,114,0.22719999998344065
N3C3W2_H.txt,3,3,2,7,117,0.4891000000384338
N3C3W2_I.txt,3,3,2,8,111,0.21240000000943837
N3C3W2_J.txt,3,3,2,9,117,0.23939999999811334
N3C3W2_K.txt,3,3,2,10,121,0.2116000000000895
N3C3W2_L.txt,3,3,2,11,114,0.20929999999452775
N3C3W2_M.txt,3,3,2,12,118,0.21560000004683388
N3C3W2_N.txt,3,3,2,13,106,0.20920000002888628
N3C3W2_O.txt,3,3,2,14,119,0.21510000004809626
N3C3W2_P.txt,3,3,2,15,112,0.21240000000943837
N3C3W2_Q.txt,3,3,2,16,106,0.2110000000357104
N3C3W2_R.txt,3,3,2,17,111,0.2071000000114509
N3C3W2_S.txt,3,3,2,18,114,0.2542999999946005
N3C3W2_T.txt,3,3,2,19,112,0.19789999998920393
N3C3W4_A.txt,3,3,4,0,128,0.20419999998466665
N3C3W4_B.txt,3,3,4,1,125,0.25850000002947127
N3C3W4_C.txt,3,3,4,2,124,0.21329999998442872
N3C3W4_D.txt,3,3,4,3,126,0.253699999973378
N3C3W4_E.txt,3,3,4,4,121,0.21460000004935864
N3C3W4_F.txt,3,3,4,5,119,0.21490000000312648
N3C3W4_G.txt,3,3,4,6,137,0.22209999997357954
N3C3W4_H.txt,3,3,4,7,120,0.22069999999985157
N3C3W4_I.txt,3,3,4,8,132,0.21720000000868822
N3C3W4_J.txt,3,3,4,9,127,0.2742000000353073
N3C3W4_K.txt,3,3,4,10,125,0.21459999999251522
N3C3W4_L.txt,3,3,4,11,129,0.26050000002442175
N3C3W4_M.txt,3,3,4,12,128,0.21490000000312648
N3C3W4_N.txt,3,3,4,13,124,0.2154000000018641
N3C3W4_O.txt,3,3,4,14,126,0.21629999997685445
N3C3W4_P.txt,3,3,4,15,120,0.21650000002182423
N3C3W4_Q.txt,3,3,4,16,125,0.21410000005062102
N3C3W4_R.txt,3,3,4,17,126,0.22000000001298758
N3C3W4_S.txt,3,3,4,18,117,0.23320000002513552
N3C3W4_T.txt,3,3,4,19,120,0.22339999998166604
N4C1W1_A.txt,4,1,1,0,311,0.5270999999993364
N4C1W1_B.txt,4,1,1,1,332,0.6218999999987318
N4C1W1_C.txt,4,1,1,2,312,0.6168000000457141
N4C1W1_D.txt,4,1,1,3,314,0.5291999999599284
N4C1W1_E.txt,4,1,1,4,338,0.565199999982724
N4C1W1_F.txt,4,1,1,5,336,0.5389000000377564
N4C1W1_G.txt,4,1,1,6,327,0.5284999999730644
N4C1W1_H.txt,4,1,1,7,325,0.5255000000374821
N4C1W1_I.txt,4,1,1,8,333,0.5284000000074229
N4C1W1_J.txt,4,1,1,9,349,0.531599999987975
N4C1W1_K.txt,4,1,1,10,325,0.5234999999856882
N4C1W1_L.txt,4,1,1,11,331,0.5347999999685271
N4C1W1_M.txt,4,1,1,12,312,0.5209999999920001
N4C1W1_N.txt,4,1,1,13,327,0.5269999999768515
N4C1W1_O.txt,4,1,1,14,325,0.5297999999811509
N4C1W1_P.txt,4,1,1,15,334,0.627400000041689
N4C1W1_Q.txt,4,1,1,16,342,0.5310999999892374
N4C1W1_R.txt,4,1,1,17,327,0.5269000000112101
N4C1W1_S.txt,4,1,1,18,328,0.5219999999894753
N4C1W1_T.txt,4,1,1,19,328,0.5676000000107706
N4C1W2_A.txt,4,1,2,0,386,0.5837999999585008
N4C1W2_B.txt,4,1,2,1,401,0.7383999999888147
N4C1W2_C.txt,4,1,2,2,393,0.5536999999549153
N4C1W2_D.txt,4,1,2,3,395,0.6441000000450003
N4C1W2_E.txt,4,1,2,4,385,0.536800000020321
N4C1W2_F.txt,4,1,2,5,396,0.5413000000089596
N4C1W2_G.txt,4,1,2,6,382,0.5416000000195709
N4C1W2_H.txt,4,1,2,7,389,0.5389000000377564
N4C1W2_I.txt,4,1,2,8,378,0.5406999999877371
N4C1W2_J.txt,4,1,2,9,385,0.5304000000023734
N4C1W2_K.txt,4,1,2,10,386,0.5423000000064349
N4C1W2_L.txt,4,1,2,11,392,0.5633000000102584
N4C1W2_M.txt,4,1,2,12,396,0.5291000000511303
N4C1W2_N.txt,4,1,2,13,387,0.5433999999695516
N4C1W2_O.txt,4,1,2,14,392,0.5525000000261571
N4C1W2_P.txt,4,1,2,15,393,0.8385000000430409
N4C1W2_Q.txt,4,1,2,16,395,0.5044000000111737
N4C1W2_R.txt,4,1,2,17,390,0.5346000000372442
N4C1W2_S.txt,4,1,2,18,388,0.5731999999625259
N4C1W2_T.txt,4,1,2,19,395,0.5161999999927502
N4C1W4_A.txt,4,1,4,0,430,0.6452000000081171
N4C1W4_B.txt,4,1,4,1,422,0.5351000000359818
N4C1W4_C.txt,4,1,4,2,428,0.553399999944304
N4C1W4_D.txt,4,1,4,3,428,0.7243999999673179
N4C1W4_E.txt,4,1,4,4,430,0.6403000000432257
N4C1W4_F.txt,4,1,4,5,433,0.6023999999911211
N4C1W4_G.txt,4,1,4,6,425,0.5376999999953114
N4C1W4_H.txt,4,1,4,7,421,0.5375999999728265
N4C1W4_I.txt,4,1,4,8,424,0.5123999999909756
N4C1W4_J.txt,4,1,4,9,432,0.6303000000116299
N4C1W4_K.txt,4,1,4,10,433,0.651800000014191
N4C1W4_L.txt,4,1,4,11,418,0.5507999999849744
N4C1W4_M.txt,4,1,4,12,427,0.5150000000071486
N4C1W4_N.txt,4,1,4,13,429,0.603899999987334
N4C1W4_O.txt,4,1,4,14,422,0.5141999999977998
N4C1W4_P.txt,4,1,4,15,429,0.6554999999934807
N4C1W4_Q.txt,4,1,4,16,426,0.5191000000195345
N4C1W4_R.txt,4,1,4,17,432,0.6871999999589207
N4C1W4_S.txt,4,1,4,18,423,0.5206000000157474
N4C1W4_T.txt,4,1,4,19,416,0.5899999999883221
N4C2W1_A.txt,4,2,1,0,286,0.5350999999791384
N4C2W1_B.txt,4,2,1,1,294,0.5059000000073866
N4C2W1_C.txt,4,2,1,2,293,0.5042999999886888
N4C2W1_D.txt,4,2,1,3,273,0.49260000002959714
N4C2W1_E.txt,4,2,1,4,295,0.5014999999843894
N4C2W1_F.txt,4,2,1,5,281,0.5183999999758271
N4C2W1_G.txt,4,2,1,6,284,0.507200000015473
N4C2W1_H.txt,4,2,1,7,298,0.5107000000066364
N4C2W1_I.txt,4,2,1,8,289,0.5042000000230473
N4C2W1_J.txt,4,2,1,9,277,0.4966999999851396
N4C2W1_K.txt,4,2,1,10,289,0.48290000000861255
N4C2W1_L.txt,4,2,1,11,288,0.6065999999691485
N4C2W1_M.txt,4,2,1,12,301,0.4839000000060878
N4C2W1_N.txt,4,2,1,13,292,0.5175000000008367
N4C2W1_O.txt,4,2,1,14,293,0.5082000000129483
N4C2W1_P.txt,4,2,1,15,294,0.4781999999750042
N4C2W1_Q.txt,4,2,1,16,289,0.507200000015473
N4C2W1_R.txt,4,2,1,17,292,0.513299999965966
N4C2W1_S.txt,4,2,1,18,294,0.5491000000006352
N4C2W1_T.txt,4,2,1,19,290,0.5547000000092339
N4C2W2_A.txt,4,2,2,0,347,0.538199999994049
N4C2W2_B.txt,4,2,2,1,346,0.6337000000371518
N4C2W2_C.txt,4,2,2,2,345,0.5247000000281332
N4C2W2_D.txt,4,2,2,3,350,0.5538000000342436
N4C2W2_E.txt,4,2,2,4,353,0.6507000000510743
N4C2W2_F.txt,4,2,2,5,357,0.5042999999886888
N4C2W2_G.txt,4,2,2,6,346,0.500700000031884
N4C2W2_H.txt,4,2,2,7,344,0.531599999987975
N4C2W2_I.txt,4,2,2,8,353,0.5438000000026477
N4C2W2_J.txt,4,2,2,9,350,0.5426000000170461
N4C2W2_K.txt,4,2,2,10,353,0.5304000000023734
N4C2W2_L.txt,4,2,2,11,353,0.5203000000051361
N4C2W2_M.txt,4,2,2,12,351,0.49970000003440873
N4C2W2_N.txt,4,2,2,13,355,0.5064000000061242
N4C2W2_O.txt,4,2,2,14,347,0.5130000000121981
N4C2W2_P.txt,4,2,2,15,355,0.5103000000303837
N4C2W2_Q.txt,4,2,2,16,348,0.5219000000238339
N4C2W2_R.txt,4,2,2,17,350,0.49760000001697335
N4C2W2_S.txt,4,2,2,18,361,1.310399999965739
N4C2W2_T.txt,4,2,2,19,345,0.5790000000160944
N4C2W4_A.txt,4,2,4,0,381,0.53870000004963
N4C2W4_B.txt,4,2,4,1,373,0.6006000000411404
N4C2W4_C.txt,4,2,4,2,384,0.5370999999740889
N4C2W4_D.txt,4,2,4,3,388,0.5420999999614651
N4C2W4_E.txt,4,2,4,4,377,0.5148000000190223
N4C2W4_F.txt,4,2,4,5,391,0.5418000000076972
N4C2W4_G.txt,4,2,4,6,381,0.6386000000020431
N4C2W4_H.txt,4,2,4,7,388,0.5893999999670996
N4C2W4_I.txt,4,2,4,8,381,0.5590000000097461
N4C2W4_J.txt,4,2,4,9,392,0.5479999999806751
N4C2W4_K.txt,4,2,4,10,377,0.5944000000113192
N4C2W4_L.txt,4,2,4,11,384,0.538899999980913
N4C2W4_M.txt,4,2,4,12,377,0.5029000000149608
N4C2W4_N.txt,4,2,4,13,392,0.5111000000397325
N4C2W4_O.txt,4,2,4,14,377,0.56449999999586
N4C2W4_P.txt,4,2,4,15,388,0.6174999999757347
N4C2W4_Q.txt,4,2,4,16,385,0.5305999999904998
N4C2W4_R.txt,4,2,4,17,389,0.5054999999742904
N4C2W4_S.txt,4,2,4,18,386,0.5621999999902982
N4C2W4_T.txt,4,2,4,19,380,0.634199999979046
N4C3W1_A.txt,4,3,1,0,227,0.5257000000256085
N4C3W1_B.txt,4,3,1,1,230,0.5186000000207969
N4C3W1_C.txt,4,3,1,2,230,0.5511999999612271
N4C3W1_D.txt,4,3,1,3,215,0.5071999999586296
N4C3W1_E.txt,4,3,1,4,234,0.6127000000333283
N4C3W1_F.txt,4,3,1,5,230,0.5170000000020991
N4C3W1_G.txt,4,3,1,6,240,0.49970000003440873
N4C3W1_H.txt,4,3,1,7,242,0.5036000000018248
N4C3W1_I.txt,4,3,1,8,234,0.5022000000280968
N4C3W1_J.txt,4,3,1,9,240,0.49450000000206273
N4C3W1_K.txt,4,3,1,10,229,0.5242999999950371
N4C3W1_L.txt,4,3,1,11,224,0.553200000013021
N4C3W1_M.txt,4,3,1,12,231,0.47000000000707587
N4C3W1_N.txt,4,3,1,13,251,0.4774999999881402
N4C3W1_O.txt,4,3,1,14,238,0.4961000000207605
N4C3W1_P.txt,4,3,1,15,231,0.5175000000008367
N4C3W1_Q.txt,4,3,1,16,248,0.47649999999066495
N4C3W1_R.txt,4,3,1,17,235,0.4729000000338601
N4C3W1_S.txt,4,3,1,18,236,0.5739000000062333
N4C3W1_T.txt,4,3,1,19,242,0.4926999999952386
N4C3W2_A.txt,4,3,2,0,289,0.5523000000380307
N4C3W2_B.txt,4,3,2,1,290,0.48750000001973604
N4C3W2_C.txt,4,3,2,2,286,0.5062000000179978
N4C3W2_D.txt,4,3,2,3,287,0.4832999999848653
N4C3W2_E.txt,4,3,2,4,282,0.5100999999854139
N4C3W2_F.txt,4,3,2,5,300,0.5545000000211076
N4C3W2_G.txt,4,3,2,6,285,0.5155000000058862
N4C3W2_H.txt,4,3,2,7,284,0.48739999999725114
N4C3W2_I.txt,4,3,2,8,279,0.486299999977291
N4C3W2_J.txt,4,3,2,9,291,0.4946000000245476
N4C3W2_K.txt,4,3,2,10,292,0.5396999999902619
N4C3W2_L.txt,4,3,2,11,287,0.5422999999495914
N4C3W2_M.txt,4,3,2,12,283,0.5411999999864747
N4C3W2_N.txt,4,3,2,13,282,0.48090000001366207
N4C3W2_O.txt,4,3,2,14,297,0.485599999990427
N4C3W2_P.txt,4,3,2,15,285,0.5285999999955493
N4C3W2_Q.txt,4,3,2,16,283,0.5638999999746375
N4C3W2_R.txt,4,3,2,17,274,0.48160000000052605
N4C3W2_S.txt,4,3,2,18,279,0.48470000001543667
N4C3W2_T.txt,4,3,2,19,277,0.48810000004095855
N4C3W4_A.txt,4,3,4,0,312,0.49189999998588974
N4C3W4_B.txt,4,3,4,1,305,0.49880000000257496
N4C3W4_C.txt,4,3,4,2,313,0.5293000000392567
N4C3W4_D.txt,4,3,4,3,310,0.4940000000033251
N4C3W4_E.txt,4,3,4,4,314,0.5007999999975254
N4C3W4_F.txt,4,3,4,5,320,0.5297999999811509
N4C3W4_G.txt,4,3,4,6,318,0.5054999999742904
N4C3W4_H.txt,4,3,4,7,317,0.530900000001111
N4C3W4_I.txt,4,3,4,8,322,0.5564999999592146
N4C3W4_J.txt,4,3,4,9,301,0.5255000000374821
N4C3W4_K.txt,4,3,4,10,304,0.5385999999703017
N4C3W4_L.txt,4,3,4,11,312,0.535599999977876
N4C3W4_M.txt,4,3,4,12,309,0.49510000002328525
N4C3W4_N.txt,4,3,4,13,326,0.49999999998817657
N4C3W4_O.txt,4,3,4,14,329,0.6001000000424028
N4C3W4_P.txt,4,3,4,15,314,0.5208999999695152
N4C3W4_Q.txt,4,3,4,16,320,0.5269999999768515
N4C3W4_R.txt,4,3,4,17,308,0.5848000000128195
N4C3W4_S.txt,4,3,4,18,309,0.5544999999642641
N4C3W4_T.txt,4,3,4,19,306,0.5527999999799249
